comando,backend,ejemplo,n,iteracion,tiempo
prove,noirky2-bits,assert_zero,1,0,2.3999521732330322
prove,noirky2-bits,assert_zero,10,0,2.0172574520111084
prove,noirky2-bits-nozk,assert_zero,1,0,0.010597467422485352
prove,noirky2-bits-nozk,assert_zero,10,0,0.15203261375427246
prove,bb,assert_zero,1,0,0.2023639678955078
prove,bb,assert_zero,10,0,0.18844199180603027
prove,noirky2-bits,memory,1,0,2.0310263633728027
prove,noirky2-bits,memory,10,0,2.4497358798980713
prove,noirky2-bits-nozk,memory,1,0,0.042319297790527344
prove,noirky2-bits-nozk,memory,10,0,0.11241936683654785
prove,bb,memory,1,0,0.3151264190673828
prove,bb,memory,10,0,0.36765384674072266
prove,noirky2-bits,range/u8,1,0,2.1672909259796143
prove,noirky2-bits,range/u8,10,0,2.1867473125457764
prove,noirky2-bits-nozk,range/u8,1,0,0.07089877128601074
prove,noirky2-bits-nozk,range/u8,10,0,0.12314963340759277
prove,bb,range/u8,1,0,0.2821617126464844
prove,bb,range/u8,10,0,0.27004551887512207
prove,noirky2-limb,range/u8,1,0,2.468897819519043
prove,noirky2-limb,range/u8,10,0,2.1210968494415283
prove,noirky2-limb-nozk,range/u8,1,0,0.016965866088867188
prove,noirky2-limb-nozk,range/u8,10,0,0.06355619430541992
prove,noirky2-bits,range/u16,1,0,1.8633499145507812
prove,noirky2-bits,range/u16,10,0,1.884401559829712
prove,noirky2-bits-nozk,range/u16,1,0,0.06528353691101074
prove,noirky2-bits-nozk,range/u16,10,0,0.02065277099609375
prove,bb,range/u16,1,0,0.44910478591918945
prove,bb,range/u16,10,0,0.465775728225708
prove,noirky2-limb,range/u16,1,0,2.100369453430176
prove,noirky2-limb,range/u16,10,0,2.0645201206207275
prove,noirky2-limb-nozk,range/u16,1,0,0.0767812728881836
prove,noirky2-limb-nozk,range/u16,10,0,0.046723127365112305
prove,noirky2-bits,range/u32,1,0,1.9494974613189697
prove,noirky2-bits,range/u32,10,0,1.9432628154754639
prove,noirky2-bits-nozk,range/u32,1,0,0.008789539337158203
prove,noirky2-bits-nozk,range/u32,10,0,0.04063582420349121
prove,bb,range/u32,1,0,0.5059442520141602
prove,bb,range/u32,10,0,0.46625185012817383
prove,noirky2-limb,range/u32,1,0,2.163137435913086
prove,noirky2-limb,range/u32,10,0,2.070230722427368
prove,noirky2-limb-nozk,range/u32,1,0,0.015025615692138672
prove,noirky2-limb-nozk,range/u32,10,0,0.0164487361907959
prove,noirky2-bits,xor/u8,1,0,1.8710768222808838
prove,noirky2-bits,xor/u8,10,0,1.838794231414795
prove,noirky2-bits-nozk,xor/u8,1,0,0.021994352340698242
prove,noirky2-bits-nozk,xor/u8,10,0,0.015084266662597656
prove,bb,xor/u8,1,0,0.6799345016479492
prove,bb,xor/u8,10,0,0.7215545177459717
prove,noirky2-limb,xor/u8,1,0,3.0674564838409424
prove,noirky2-limb,xor/u8,10,0,2.859750509262085
prove,noirky2-limb-nozk,xor/u8,1,0,0.4470093250274658
prove,noirky2-limb-nozk,xor/u8,10,0,0.5034427642822266
prove,noirky2-bits,xor/u16,1,0,2.2204482555389404
prove,noirky2-bits,xor/u16,10,0,2.4639649391174316
prove,noirky2-bits-nozk,xor/u16,1,0,0.03124833106994629
prove,noirky2-bits-nozk,xor/u16,10,0,0.0648646354675293
prove,bb,xor/u16,1,0,0.942680835723877
prove,bb,xor/u16,10,0,0.8212809562683105
prove,noirky2-limb,xor/u16,1,0,2.3939499855041504
prove,noirky2-limb,xor/u16,10,0,2.4915127754211426
prove,noirky2-limb-nozk,xor/u16,1,0,0.450700044631958
prove,noirky2-limb-nozk,xor/u16,10,0,0.5725963115692139
prove,noirky2-bits,xor/u32,1,0,1.9104535579681396
prove,noirky2-bits,xor/u32,10,0,1.8861241340637207
prove,noirky2-bits-nozk,xor/u32,1,0,0.0702521800994873
prove,noirky2-bits-nozk,xor/u32,10,0,0.0714120864868164
prove,bb,xor/u32,1,0,0.6933667659759521
prove,bb,xor/u32,10,0,0.8287978172302246
prove,noirky2-limb,xor/u32,1,0,2.364593982696533
prove,noirky2-limb,xor/u32,10,0,2.374943256378174
prove,noirky2-limb-nozk,xor/u32,1,0,0.6238081455230713
prove,noirky2-limb-nozk,xor/u32,10,0,0.5822069644927979
write_vk,noirky2-bits,assert_zero,1,0,1.1139347553253174
write_vk,noirky2-bits,assert_zero,10,0,0.8994991779327393
write_vk,noirky2-bits-nozk,assert_zero,1,0,0.0045964717864990234
write_vk,noirky2-bits-nozk,assert_zero,10,0,0.004311323165893555
write_vk,bb,assert_zero,1,0,0.19472980499267578
write_vk,bb,assert_zero,10,0,0.19634246826171875
write_vk,noirky2-bits,memory,1,0,0.7849524021148682
write_vk,noirky2-bits,memory,10,0,0.8048567771911621
write_vk,noirky2-bits-nozk,memory,1,0,0.005041837692260742
write_vk,noirky2-bits-nozk,memory,10,0,0.013019323348999023
write_vk,bb,memory,1,0,0.23923635482788086
write_vk,bb,memory,10,0,0.3121030330657959
write_vk,noirky2-bits,range/u8,1,0,0.7915186882019043
write_vk,noirky2-bits,range/u8,10,0,0.7704994678497314
write_vk,noirky2-bits-nozk,range/u8,1,0,0.0038843154907226562
write_vk,noirky2-bits-nozk,range/u8,10,0,0.004857301712036133
write_vk,bb,range/u8,1,0,0.20702314376831055
write_vk,bb,range/u8,10,0,0.3452324867248535
write_vk,noirky2-limb,range/u8,1,0,0.9037699699401855
write_vk,noirky2-limb,range/u8,10,0,0.8257114887237549
write_vk,noirky2-limb-nozk,range/u8,1,0,0.00503849983215332
write_vk,noirky2-limb-nozk,range/u8,10,0,0.0050466060638427734
write_vk,noirky2-bits,range/u16,1,0,0.7682445049285889
write_vk,noirky2-bits,range/u16,10,0,0.7350592613220215
write_vk,noirky2-bits-nozk,range/u16,1,0,0.004231929779052734
write_vk,noirky2-bits-nozk,range/u16,10,0,0.004876852035522461
write_vk,bb,range/u16,1,0,0.5057642459869385
write_vk,bb,range/u16,10,0,0.5308659076690674
write_vk,noirky2-limb,range/u16,1,0,0.7871143817901611
write_vk,noirky2-limb,range/u16,10,0,0.7832813262939453
write_vk,noirky2-limb-nozk,range/u16,1,0,0.004824161529541016
write_vk,noirky2-limb-nozk,range/u16,10,0,0.0050814151763916016
write_vk,noirky2-bits,range/u32,1,0,0.7908897399902344
write_vk,noirky2-bits,range/u32,10,0,0.760019063949585
write_vk,noirky2-bits-nozk,range/u32,1,0,0.004110574722290039
write_vk,noirky2-bits-nozk,range/u32,10,0,0.0041391849517822266
write_vk,bb,range/u32,1,0,0.5305304527282715
write_vk,bb,range/u32,10,0,0.6231913566589355
write_vk,noirky2-limb,range/u32,1,0,0.8212831020355225
write_vk,noirky2-limb,range/u32,10,0,0.7824156284332275
write_vk,noirky2-limb-nozk,range/u32,1,0,0.00431060791015625
write_vk,noirky2-limb-nozk,range/u32,10,0,0.005002737045288086
write_vk,noirky2-bits,xor/u8,1,0,0.7359585762023926
write_vk,noirky2-bits,xor/u8,10,0,0.7322633266448975
write_vk,noirky2-bits-nozk,xor/u8,1,0,0.005441904067993164
write_vk,noirky2-bits-nozk,xor/u8,10,0,0.007364749908447266
write_vk,bb,xor/u8,1,0,0.7367732524871826
write_vk,bb,xor/u8,10,0,0.7969136238098145
write_vk,noirky2-limb,xor/u8,1,0,0.8500330448150635
write_vk,noirky2-limb,xor/u8,10,0,0.846125602722168
write_vk,noirky2-limb-nozk,xor/u8,1,0,0.18372201919555664
write_vk,noirky2-limb-nozk,xor/u8,10,0,0.2201554775238037
write_vk,noirky2-bits,xor/u16,1,0,0.7441320419311523
write_vk,noirky2-bits,xor/u16,10,0,0.7380495071411133
write_vk,noirky2-bits-nozk,xor/u16,1,0,0.00449824333190918
write_vk,noirky2-bits-nozk,xor/u16,10,0,0.01076054573059082
write_vk,bb,xor/u16,1,0,0.7730355262756348
write_vk,bb,xor/u16,10,0,0.7424497604370117
write_vk,noirky2-limb,xor/u16,1,0,0.7847704887390137
write_vk,noirky2-limb,xor/u16,10,0,0.7387566566467285
write_vk,noirky2-limb-nozk,xor/u16,1,0,0.1564321517944336
write_vk,noirky2-limb-nozk,xor/u16,10,0,0.17309975624084473
write_vk,noirky2-bits,xor/u32,1,0,0.6542701721191406
write_vk,noirky2-bits,xor/u32,10,0,0.6373071670532227
write_vk,noirky2-bits-nozk,xor/u32,1,0,0.004780769348144531
write_vk,noirky2-bits-nozk,xor/u32,10,0,0.011360883712768555
write_vk,bb,xor/u32,1,0,0.6967508792877197
write_vk,bb,xor/u32,10,0,0.7223730087280273
write_vk,noirky2-limb,xor/u32,1,0,0.8278396129608154
write_vk,noirky2-limb,xor/u32,10,0,0.82920241355896
write_vk,noirky2-limb-nozk,xor/u32,1,0,0.1733863353729248
write_vk,noirky2-limb-nozk,xor/u32,10,0,0.1794724464416504
verify,noirky2-bits,assert_zero,1,0,0.003226757049560547
verify,noirky2-bits,assert_zero,10,0,0.0027675628662109375
verify,noirky2-bits-nozk,assert_zero,1,0,0.002871274948120117
verify,noirky2-bits-nozk,assert_zero,10,0,0.002811908721923828
verify,bb,assert_zero,1,0,0.03757119178771973
verify,bb,assert_zero,10,0,0.03572654724121094
verify,noirky2-bits,memory,1,0,0.0030014514923095703
verify,noirky2-bits,memory,10,0,0.003702402114868164
verify,noirky2-bits-nozk,memory,1,0,0.0028302669525146484
verify,noirky2-bits-nozk,memory,10,0,0.0038182735443115234
verify,bb,memory,1,0,0.035006046295166016
verify,bb,memory,10,0,0.03382062911987305
verify,noirky2-bits,range/u8,1,0,0.0029311180114746094
verify,noirky2-bits,range/u8,10,0,0.002958536148071289
verify,noirky2-bits-nozk,range/u8,1,0,0.0028297901153564453
verify,noirky2-bits-nozk,range/u8,10,0,0.0026535987854003906
verify,bb,range/u8,1,0,0.0332331657409668
verify,bb,range/u8,10,0,0.03919529914855957
verify,noirky2-limb,range/u8,1,0,0.002949953079223633
verify,noirky2-limb,range/u8,10,0,0.0028378963470458984
verify,noirky2-limb-nozk,range/u8,1,0,0.002815723419189453
verify,noirky2-limb-nozk,range/u8,10,0,0.0028574466705322266
verify,noirky2-bits,range/u16,1,0,0.002817869186401367
verify,noirky2-bits,range/u16,10,0,0.002735137939453125
verify,noirky2-bits-nozk,range/u16,1,0,0.0027618408203125
verify,noirky2-bits-nozk,range/u16,10,0,0.002734661102294922
verify,bb,range/u16,1,0,0.032624244689941406
verify,bb,range/u16,10,0,0.032816410064697266
verify,noirky2-limb,range/u16,1,0,0.003406047821044922
verify,noirky2-limb,range/u16,10,0,0.002759218215942383
verify,noirky2-limb-nozk,range/u16,1,0,0.0027768611907958984
verify,noirky2-limb-nozk,range/u16,10,0,0.0025930404663085938
verify,noirky2-bits,range/u32,1,0,0.0026879310607910156
verify,noirky2-bits,range/u32,10,0,0.002988100051879883
verify,noirky2-bits-nozk,range/u32,1,0,0.003326416015625
verify,noirky2-bits-nozk,range/u32,10,0,0.003657817840576172
verify,bb,range/u32,1,0,0.03237771987915039
verify,bb,range/u32,10,0,0.030185937881469727
verify,noirky2-limb,range/u32,1,0,0.002711057662963867
verify,noirky2-limb,range/u32,10,0,0.002638101577758789
verify,noirky2-limb-nozk,range/u32,1,0,0.0027463436126708984
verify,noirky2-limb-nozk,range/u32,10,0,0.0027937889099121094
verify,noirky2-bits,xor/u8,1,0,0.006220102310180664
verify,noirky2-bits,xor/u8,10,0,0.00621795654296875
verify,noirky2-bits-nozk,xor/u8,1,0,0.0063915252685546875
verify,noirky2-bits-nozk,xor/u8,10,0,0.006513357162475586
verify,bb,xor/u8,1,0,0.030519962310791016
verify,bb,xor/u8,10,0,0.03211092948913574
verify,noirky2-limb,xor/u8,1,0,0.006646394729614258
verify,noirky2-limb,xor/u8,10,0,0.0065021514892578125
verify,noirky2-limb-nozk,xor/u8,1,0,0.006761074066162109
verify,noirky2-limb-nozk,xor/u8,10,0,0.006281137466430664
verify,noirky2-bits,xor/u16,1,0,0.006199359893798828
verify,noirky2-bits,xor/u16,10,0,0.006155490875244141
verify,noirky2-bits-nozk,xor/u16,1,0,0.006198883056640625
verify,noirky2-bits-nozk,xor/u16,10,0,0.00603938102722168
verify,bb,xor/u16,1,0,0.030889511108398438
verify,bb,xor/u16,10,0,0.031577348709106445
verify,noirky2-limb,xor/u16,1,0,0.006363391876220703
verify,noirky2-limb,xor/u16,10,0,0.0066072940826416016
verify,noirky2-limb-nozk,xor/u16,1,0,0.006430387496948242
verify,noirky2-limb-nozk,xor/u16,10,0,0.006186246871948242
verify,noirky2-bits,xor/u32,1,0,0.006501674652099609
verify,noirky2-bits,xor/u32,10,0,0.006276845932006836
verify,noirky2-bits-nozk,xor/u32,1,0,0.00638580322265625
verify,noirky2-bits-nozk,xor/u32,10,0,0.006444215774536133
verify,bb,xor/u32,1,0,0.030817031860351562
verify,bb,xor/u32,10,0,0.030106782913208008
verify,noirky2-limb,xor/u32,1,0,0.006402492523193359
verify,noirky2-limb,xor/u32,10,0,0.006444215774536133
verify,noirky2-limb-nozk,xor/u32,1,0,0.006201982498168945
verify,noirky2-limb-nozk,xor/u32,10,0,0.006242036819458008
