comando,backend,ejemplo,n,iteracion,tiempo
prove,noirky2-bits-nozk,range/u16,10000,5,1.1822502613067627
prove,noirky2-bits-nozk,range/u16,10000,6,1.1697509288787842
prove,noirky2-bits-nozk,range/u16,10000,7,1.1711053848266602
prove,noirky2-bits-nozk,range/u16,10000,8,1.1976025104522705
prove,noirky2-bits-nozk,range/u16,10000,9,1.1867098808288574
prove,noirky2-bits-nozk,range/u16,10000,10,1.2037310600280762
prove,noirky2-bits-nozk,range/u16,10000,11,1.1660923957824707
prove,noirky2-bits-nozk,range/u16,10000,12,1.1714816093444824
prove,noirky2-bits-nozk,range/u16,10000,13,1.1994104385375977
prove,noirky2-bits-nozk,range/u16,10000,14,1.2104551792144775
prove,noirky2-bits-nozk,range/u16,100000,0,11.328923225402832
prove,noirky2-bits-nozk,range/u16,100000,1,11.968181371688843
prove,noirky2-bits-nozk,range/u16,100000,2,11.810832500457764
prove,noirky2-bits-nozk,range/u16,100000,3,11.7286856174469
prove,noirky2-bits-nozk,range/u16,100000,4,11.820555686950684
prove,noirky2-bits-nozk,range/u16,100000,5,11.780270099639893
prove,noirky2-bits-nozk,range/u16,100000,6,11.809671878814697
prove,noirky2-bits-nozk,range/u16,100000,7,11.854579448699951
prove,noirky2-bits-nozk,range/u16,100000,8,11.840858697891235
prove,noirky2-bits-nozk,range/u16,100000,9,12.321771144866943
prove,noirky2-bits-nozk,range/u16,100000,10,12.108768463134766
prove,noirky2-bits-nozk,range/u16,100000,11,11.771057844161987
prove,noirky2-bits-nozk,range/u16,100000,12,11.752289295196533
prove,noirky2-bits-nozk,range/u16,100000,13,11.89414930343628
prove,noirky2-bits-nozk,range/u16,100000,14,11.840651512145996
prove,bb,range/u16,5000,0,1.0285372734069824
prove,bb,range/u16,5000,1,1.0476713180541992
prove,bb,range/u16,5000,2,1.0455379486083984
prove,bb,range/u16,5000,3,1.0407764911651611
prove,bb,range/u16,5000,4,1.042970895767212
prove,bb,range/u16,5000,5,0.9997105598449707
prove,bb,range/u16,5000,6,0.9604392051696777
prove,bb,range/u16,5000,7,0.9605998992919922
prove,bb,range/u16,5000,8,0.9655976295471191
prove,bb,range/u16,5000,9,0.9596107006072998
prove,bb,range/u16,5000,10,0.971085786819458
prove,bb,range/u16,5000,11,0.9612572193145752
prove,bb,range/u16,5000,12,0.9640610218048096
prove,bb,range/u16,5000,13,0.9693098068237305
prove,bb,range/u16,5000,14,0.961406946182251
prove,bb,range/u16,10000,0,1.7251026630401611
prove,bb,range/u16,10000,1,1.7873845100402832
prove,bb,range/u16,10000,2,1.73101806640625
prove,bb,range/u16,10000,3,1.7470593452453613
prove,bb,range/u16,10000,4,1.7409257888793945
prove,bb,range/u16,10000,5,1.7391753196716309
prove,bb,range/u16,10000,6,1.7491099834442139
prove,bb,range/u16,10000,7,1.7428786754608154
prove,bb,range/u16,10000,8,1.7449617385864258
prove,bb,range/u16,10000,9,1.7504215240478516
prove,bb,range/u16,10000,10,1.7449312210083008
prove,bb,range/u16,10000,11,1.7438302040100098
prove,bb,range/u16,10000,12,1.7497384548187256
prove,bb,range/u16,10000,13,1.764918565750122
prove,bb,range/u16,10000,14,1.7352659702301025
prove,bb,range/u16,100000,0,12.569411277770996
prove,bb,range/u16,100000,1,12.932832479476929
prove,bb,range/u16,100000,2,12.97649598121643
prove,bb,range/u16,100000,3,12.869570970535278
prove,bb,range/u16,100000,4,12.88813853263855
prove,bb,range/u16,100000,5,12.896509170532227
prove,bb,range/u16,100000,6,12.882849216461182
prove,bb,range/u16,100000,7,12.945888042449951
prove,bb,range/u16,100000,8,12.899441003799438
prove,bb,range/u16,100000,9,12.894433975219727
prove,bb,range/u16,100000,10,12.90817928314209
prove,bb,range/u16,100000,11,12.882328987121582
prove,bb,range/u16,100000,12,12.958232641220093
prove,bb,range/u16,100000,13,12.922813892364502
prove,bb,range/u16,100000,14,12.90420651435852
prove,noirky2-limb,range/u16,5000,0,2.0411245822906494
prove,noirky2-limb,range/u16,5000,1,2.0049993991851807
prove,noirky2-limb,range/u16,5000,2,1.8016667366027832
prove,noirky2-limb,range/u16,5000,3,1.813157558441162
prove,noirky2-limb,range/u16,5000,4,1.823007583618164
prove,noirky2-limb,range/u16,5000,5,1.8447139263153076
prove,noirky2-limb,range/u16,5000,6,1.8637309074401855
prove,noirky2-limb,range/u16,5000,7,1.823072910308838
prove,noirky2-limb,range/u16,5000,8,1.8722403049468994
prove,noirky2-limb,range/u16,5000,9,1.8501851558685303
prove,noirky2-limb,range/u16,5000,10,1.8593204021453857
prove,noirky2-limb,range/u16,5000,11,1.8352985382080078
prove,noirky2-limb,range/u16,5000,12,1.8688950538635254
prove,noirky2-limb,range/u16,5000,13,1.8627214431762695
prove,noirky2-limb,range/u16,5000,14,1.8449647426605225
prove,noirky2-limb,range/u16,10000,0,1.914330244064331
prove,noirky2-limb,range/u16,10000,1,1.8554129600524902
prove,noirky2-limb,range/u16,10000,2,1.8498756885528564
prove,noirky2-limb,range/u16,10000,3,1.8203752040863037
prove,noirky2-limb,range/u16,10000,4,1.8830251693725586
prove,noirky2-limb,range/u16,10000,5,1.924342393875122
prove,noirky2-limb,range/u16,10000,6,1.8852133750915527
prove,noirky2-limb,range/u16,10000,7,1.8965182304382324
prove,noirky2-limb,range/u16,10000,8,1.93617582321167
prove,noirky2-limb,range/u16,10000,9,1.9063355922698975
prove,noirky2-limb,range/u16,10000,10,1.8691279888153076
prove,noirky2-limb,range/u16,10000,11,1.8739597797393799
prove,noirky2-limb,range/u16,10000,12,1.8234574794769287
prove,noirky2-limb,range/u16,10000,13,1.886193037033081
prove,noirky2-limb,range/u16,10000,14,1.9629876613616943
prove,noirky2-limb,range/u16,100000,0,3.967761516571045
prove,noirky2-limb,range/u16,100000,1,3.889150619506836
prove,noirky2-limb,range/u16,100000,2,3.9304678440093994
prove,noirky2-limb,range/u16,100000,3,3.917043447494507
prove,noirky2-limb,range/u16,100000,4,3.9341881275177
prove,noirky2-limb,range/u16,100000,5,3.8776183128356934
prove,noirky2-limb,range/u16,100000,6,3.9631943702697754
prove,noirky2-limb,range/u16,100000,7,3.8876168727874756
prove,noirky2-limb,range/u16,100000,8,3.93398380279541
prove,noirky2-limb,range/u16,100000,9,3.9121127128601074
prove,noirky2-limb,range/u16,100000,10,3.9105846881866455
prove,noirky2-limb,range/u16,100000,11,3.9510998725891113
prove,noirky2-limb,range/u16,100000,12,3.920684337615967
prove,noirky2-limb,range/u16,100000,13,3.945523738861084
prove,noirky2-limb,range/u16,100000,14,3.9138448238372803
prove,noirky2-limb-nozk,range/u16,5000,0,0.1625080108642578
prove,noirky2-limb-nozk,range/u16,5000,1,0.12525606155395508
prove,noirky2-limb-nozk,range/u16,5000,2,0.12815046310424805
prove,noirky2-limb-nozk,range/u16,5000,3,0.12597942352294922
prove,noirky2-limb-nozk,range/u16,5000,4,0.13954544067382812
prove,noirky2-limb-nozk,range/u16,5000,5,0.1503455638885498
prove,noirky2-limb-nozk,range/u16,5000,6,0.16928839683532715
prove,noirky2-limb-nozk,range/u16,5000,7,0.14447236061096191
prove,noirky2-limb-nozk,range/u16,5000,8,0.13022470474243164
prove,noirky2-limb-nozk,range/u16,5000,9,0.12685871124267578
prove,noirky2-limb-nozk,range/u16,5000,10,0.1522693634033203
prove,noirky2-limb-nozk,range/u16,5000,11,0.1118464469909668
prove,noirky2-limb-nozk,range/u16,5000,12,0.14321041107177734
prove,noirky2-limb-nozk,range/u16,5000,13,0.20979928970336914
prove,noirky2-limb-nozk,range/u16,5000,14,0.17947173118591309
prove,noirky2-limb-nozk,range/u16,10000,0,0.1793837547302246
prove,noirky2-limb-nozk,range/u16,10000,1,0.1745305061340332
prove,noirky2-limb-nozk,range/u16,10000,2,0.13411903381347656
prove,noirky2-limb-nozk,range/u16,10000,3,0.13516974449157715
prove,noirky2-limb-nozk,range/u16,10000,4,0.298938512802124
prove,noirky2-limb-nozk,range/u16,10000,5,0.2188551425933838
prove,noirky2-limb-nozk,range/u16,10000,6,0.14649081230163574
prove,noirky2-limb-nozk,range/u16,10000,7,0.1760571002960205
prove,noirky2-limb-nozk,range/u16,10000,8,0.2615842819213867
prove,noirky2-limb-nozk,range/u16,10000,9,0.19231152534484863
prove,noirky2-limb-nozk,range/u16,10000,10,0.15091228485107422
prove,noirky2-limb-nozk,range/u16,10000,11,0.15587663650512695
prove,noirky2-limb-nozk,range/u16,10000,12,0.13473248481750488
prove,noirky2-limb-nozk,range/u16,10000,13,0.1407468318939209
prove,noirky2-limb-nozk,range/u16,10000,14,0.15921592712402344
prove,noirky2-limb-nozk,range/u16,100000,0,1.77850341796875
prove,noirky2-limb-nozk,range/u16,100000,1,1.8302652835845947
prove,noirky2-limb-nozk,range/u16,100000,2,1.8163800239562988
prove,noirky2-limb-nozk,range/u16,100000,3,1.8136961460113525
prove,noirky2-limb-nozk,range/u16,100000,4,1.786118984222412
prove,noirky2-limb-nozk,range/u16,100000,5,1.799834966659546
prove,noirky2-limb-nozk,range/u16,100000,6,1.7951974868774414
prove,noirky2-limb-nozk,range/u16,100000,7,1.8453707695007324
prove,noirky2-limb-nozk,range/u16,100000,8,1.8326520919799805
prove,noirky2-limb-nozk,range/u16,100000,9,1.832183599472046
prove,noirky2-limb-nozk,range/u16,100000,10,1.8106143474578857
prove,noirky2-limb-nozk,range/u16,100000,11,1.8540358543395996
prove,noirky2-limb-nozk,range/u16,100000,12,1.818464994430542
prove,noirky2-limb-nozk,range/u16,100000,13,1.7951910495758057
prove,noirky2-limb-nozk,range/u16,100000,14,1.8084006309509277
prove,noirky2-bits,range/u32,5000,0,1.803527593612671
prove,noirky2-bits,range/u32,5000,1,1.6326031684875488
prove,noirky2-bits,range/u32,5000,2,1.6208558082580566
prove,noirky2-bits,range/u32,5000,3,1.612011194229126
prove,noirky2-bits,range/u32,5000,4,1.6232402324676514
prove,noirky2-bits,range/u32,5000,5,1.6348302364349365
prove,noirky2-bits,range/u32,5000,6,1.636315107345581
prove,noirky2-bits,range/u32,5000,7,1.6314384937286377
prove,noirky2-bits,range/u32,5000,8,1.624824047088623
