comando,backend,ejemplo,n,iteracion,tiempo
prove,noirky2-bits-nozk,range/u8,5000,2,0.6017205715179443
prove,noirky2-bits-nozk,range/u8,5000,3,0.6048979759216309
prove,noirky2-bits-nozk,range/u8,5000,4,0.586972713470459
prove,noirky2-bits-nozk,range/u8,5000,5,0.5992765426635742
prove,noirky2-bits-nozk,range/u8,5000,6,0.622093677520752
prove,noirky2-bits-nozk,range/u8,5000,7,0.6133520603179932
prove,noirky2-bits-nozk,range/u8,5000,8,0.599909782409668
prove,noirky2-bits-nozk,range/u8,5000,9,0.6291038990020752
prove,noirky2-bits-nozk,range/u8,5000,10,0.6268444061279297
prove,noirky2-bits-nozk,range/u8,5000,11,0.6186778545379639
prove,noirky2-bits-nozk,range/u8,5000,12,0.6120517253875732
prove,noirky2-bits-nozk,range/u8,5000,13,0.620985746383667
prove,noirky2-bits-nozk,range/u8,5000,14,0.6653907299041748
prove,noirky2-bits-nozk,range/u8,10000,0,1.2029736042022705
prove,noirky2-bits-nozk,range/u8,10000,1,1.186741590499878
prove,noirky2-bits-nozk,range/u8,10000,2,1.2022688388824463
prove,noirky2-bits-nozk,range/u8,10000,3,1.2330939769744873
prove,noirky2-bits-nozk,range/u8,10000,4,1.2234885692596436
prove,noirky2-bits-nozk,range/u8,10000,5,1.204014778137207
prove,noirky2-bits-nozk,range/u8,10000,6,1.2425942420959473
prove,noirky2-bits-nozk,range/u8,10000,7,1.2173449993133545
prove,noirky2-bits-nozk,range/u8,10000,8,1.2079603672027588
prove,noirky2-bits-nozk,range/u8,10000,9,1.2265796661376953
prove,noirky2-bits-nozk,range/u8,10000,10,1.2268729209899902
prove,noirky2-bits-nozk,range/u8,10000,11,1.347184419631958
prove,noirky2-bits-nozk,range/u8,10000,12,1.214104413986206
prove,noirky2-bits-nozk,range/u8,10000,13,1.1997811794281006
prove,noirky2-bits-nozk,range/u8,10000,14,1.191054344177246
prove,noirky2-bits-nozk,range/u8,20000,0,2.4931867122650146
prove,noirky2-bits-nozk,range/u8,20000,1,2.485342264175415
prove,noirky2-bits-nozk,range/u8,20000,2,2.500474452972412
prove,noirky2-bits-nozk,range/u8,20000,3,2.476778268814087
prove,noirky2-bits-nozk,range/u8,20000,4,2.4701714515686035
prove,noirky2-bits-nozk,range/u8,20000,5,2.4850194454193115
prove,noirky2-bits-nozk,range/u8,20000,6,2.468312978744507
prove,noirky2-bits-nozk,range/u8,20000,7,2.492908239364624
prove,noirky2-bits-nozk,range/u8,20000,8,2.480743646621704
prove,noirky2-bits-nozk,range/u8,20000,9,2.4970016479492188
prove,noirky2-bits-nozk,range/u8,20000,10,2.5165181159973145
prove,noirky2-bits-nozk,range/u8,20000,11,2.5383856296539307
prove,noirky2-bits-nozk,range/u8,20000,12,2.4978456497192383
prove,noirky2-bits-nozk,range/u8,20000,13,2.496471643447876
prove,noirky2-bits-nozk,range/u8,20000,14,2.479583263397217
prove,bb,range/u8,5000,0,0.7505466938018799
prove,bb,range/u8,5000,1,0.5847375392913818
prove,bb,range/u8,5000,2,0.5854136943817139
prove,bb,range/u8,5000,3,0.5780441761016846
prove,bb,range/u8,5000,4,0.5884602069854736
prove,bb,range/u8,5000,5,0.5791728496551514
prove,bb,range/u8,5000,6,0.5808241367340088
prove,bb,range/u8,5000,7,0.5881962776184082
prove,bb,range/u8,5000,8,0.5836577415466309
prove,bb,range/u8,5000,9,0.583681583404541
prove,bb,range/u8,5000,10,0.5838916301727295
prove,bb,range/u8,5000,11,0.5827980041503906
prove,bb,range/u8,5000,12,0.5849645137786865
prove,bb,range/u8,5000,13,0.584031343460083
prove,bb,range/u8,5000,14,0.5877950191497803
prove,bb,range/u8,10000,0,0.9713225364685059
prove,bb,range/u8,10000,1,0.9854872226715088
prove,bb,range/u8,10000,2,0.9813461303710938
prove,bb,range/u8,10000,3,0.9816522598266602
prove,bb,range/u8,10000,4,0.9791653156280518
prove,bb,range/u8,10000,5,0.9834988117218018
prove,bb,range/u8,10000,6,0.9868919849395752
prove,bb,range/u8,10000,7,0.9881768226623535
prove,bb,range/u8,10000,8,0.9901089668273926
prove,bb,range/u8,10000,9,0.985567569732666
prove,bb,range/u8,10000,10,0.9845194816589355
prove,bb,range/u8,10000,11,0.9894106388092041
prove,bb,range/u8,10000,12,0.9860255718231201
prove,bb,range/u8,10000,13,0.9797511100769043
prove,bb,range/u8,10000,14,0.9815716743469238
prove,bb,range/u8,20000,0,1.7424707412719727
prove,bb,range/u8,20000,1,1.765627384185791
prove,bb,range/u8,20000,2,1.756157636642456
prove,bb,range/u8,20000,3,1.7603271007537842
prove,bb,range/u8,20000,4,1.7551002502441406
prove,bb,range/u8,20000,5,1.757491111755371
prove,bb,range/u8,20000,6,1.7633740901947021
prove,bb,range/u8,20000,7,1.7584466934204102
prove,bb,range/u8,20000,8,1.7690989971160889
prove,bb,range/u8,20000,9,1.7763493061065674
prove,bb,range/u8,20000,10,1.7612910270690918
prove,bb,range/u8,20000,11,1.7584292888641357
prove,bb,range/u8,20000,12,1.7610383033752441
prove,bb,range/u8,20000,13,1.769615650177002
prove,bb,range/u8,20000,14,1.7530851364135742
prove,noirky2-limb,range/u8,5000,0,1.9020798206329346
prove,noirky2-limb,range/u8,5000,1,1.8250398635864258
prove,noirky2-limb,range/u8,5000,2,1.839406967163086
prove,noirky2-limb,range/u8,5000,3,1.8301427364349365
prove,noirky2-limb,range/u8,5000,4,1.8190600872039795
prove,noirky2-limb,range/u8,5000,5,1.7969341278076172
prove,noirky2-limb,range/u8,5000,6,1.8383357524871826
prove,noirky2-limb,range/u8,5000,7,1.8260328769683838
prove,noirky2-limb,range/u8,5000,8,1.79207444190979
prove,noirky2-limb,range/u8,5000,9,1.8900642395019531
prove,noirky2-limb,range/u8,5000,10,1.8674452304840088
prove,noirky2-limb,range/u8,5000,11,1.819153070449829
prove,noirky2-limb,range/u8,5000,12,1.8245594501495361
prove,noirky2-limb,range/u8,5000,13,1.7943222522735596
prove,noirky2-limb,range/u8,5000,14,1.8354122638702393
prove,noirky2-limb,range/u8,10000,0,1.7827012538909912
prove,noirky2-limb,range/u8,10000,1,1.864797830581665
prove,noirky2-limb,range/u8,10000,2,1.9668827056884766
prove,noirky2-limb,range/u8,10000,3,1.8172473907470703
prove,noirky2-limb,range/u8,10000,4,1.948333501815796
prove,noirky2-limb,range/u8,10000,5,1.8856709003448486
prove,noirky2-limb,range/u8,10000,6,1.8235125541687012
prove,noirky2-limb,range/u8,10000,7,1.8273377418518066
prove,noirky2-limb,range/u8,10000,8,1.872565746307373
prove,noirky2-limb,range/u8,10000,9,1.8606898784637451
prove,noirky2-limb,range/u8,10000,10,1.7652759552001953
prove,noirky2-limb,range/u8,10000,11,1.8528056144714355
prove,noirky2-limb,range/u8,10000,12,1.8015553951263428
prove,noirky2-limb,range/u8,10000,13,1.8151299953460693
prove,noirky2-limb,range/u8,10000,14,1.7974772453308105
prove,noirky2-limb,range/u8,20000,0,1.8216238021850586
prove,noirky2-limb,range/u8,20000,1,1.8155560493469238
prove,noirky2-limb,range/u8,20000,2,1.82786226272583
prove,noirky2-limb,range/u8,20000,3,1.8238887786865234
prove,noirky2-limb,range/u8,20000,4,1.8456668853759766
prove,noirky2-limb,range/u8,20000,5,1.8405444622039795
prove,noirky2-limb,range/u8,20000,6,1.8467726707458496
prove,noirky2-limb,range/u8,20000,7,1.8423914909362793
prove,noirky2-limb,range/u8,20000,8,1.8128926753997803
prove,noirky2-limb,range/u8,20000,9,1.8409156799316406
prove,noirky2-limb,range/u8,20000,10,1.829298734664917
prove,noirky2-limb,range/u8,20000,11,1.8215663433074951
prove,noirky2-limb,range/u8,20000,12,1.8066720962524414
prove,noirky2-limb,range/u8,20000,13,1.8635194301605225
prove,noirky2-limb,range/u8,20000,14,1.877406120300293
prove,noirky2-limb-nozk,range/u8,5000,0,0.08345484733581543
prove,noirky2-limb-nozk,range/u8,5000,1,0.12059903144836426
prove,noirky2-limb-nozk,range/u8,5000,2,0.07388734817504883
prove,noirky2-limb-nozk,range/u8,5000,3,0.058068037033081055
prove,noirky2-limb-nozk,range/u8,5000,4,0.05950164794921875
prove,noirky2-limb-nozk,range/u8,5000,5,0.06569194793701172
prove,noirky2-limb-nozk,range/u8,5000,6,0.04385733604431152
prove,noirky2-limb-nozk,range/u8,5000,7,0.05415916442871094
prove,noirky2-limb-nozk,range/u8,5000,8,0.07374906539916992
prove,noirky2-limb-nozk,range/u8,5000,9,0.03823518753051758
prove,noirky2-limb-nozk,range/u8,5000,10,0.04778027534484863
prove,noirky2-limb-nozk,range/u8,5000,11,0.03661203384399414
prove,noirky2-limb-nozk,range/u8,5000,12,0.14234399795532227
prove,noirky2-limb-nozk,range/u8,5000,13,0.07916951179504395
prove,noirky2-limb-nozk,range/u8,5000,14,0.03968095779418945
prove,noirky2-limb-nozk,range/u8,10000,0,0.07884550094604492
prove,noirky2-limb-nozk,range/u8,10000,1,0.08531808853149414
prove,noirky2-limb-nozk,range/u8,10000,2,0.06966352462768555
prove,noirky2-limb-nozk,range/u8,10000,3,0.12071776390075684
prove,noirky2-limb-nozk,range/u8,10000,4,0.10038113594055176
prove,noirky2-limb-nozk,range/u8,10000,5,0.0781400203704834
prove,noirky2-limb-nozk,range/u8,10000,6,0.09386014938354492
prove,noirky2-limb-nozk,range/u8,10000,7,0.0929725170135498
prove,noirky2-limb-nozk,range/u8,10000,8,0.10380148887634277
prove,noirky2-limb-nozk,range/u8,10000,9,0.07573199272155762
prove,noirky2-limb-nozk,range/u8,10000,10,0.08918499946594238
prove,noirky2-limb-nozk,range/u8,10000,11,0.10149240493774414
prove,noirky2-limb-nozk,range/u8,10000,12,0.13364720344543457
prove,noirky2-limb-nozk,range/u8,10000,13,0.09329748153686523
prove,noirky2-limb-nozk,range/u8,10000,14,0.07189631462097168
prove,noirky2-limb-nozk,range/u8,20000,0,0.15217256546020508
prove,noirky2-limb-nozk,range/u8,20000,1,0.15856528282165527
prove,noirky2-limb-nozk,range/u8,20000,2,0.1587231159210205
prove,noirky2-limb-nozk,range/u8,20000,3,0.16589689254760742
prove,noirky2-limb-nozk,range/u8,20000,4,0.13743281364440918
prove,noirky2-limb-nozk,range/u8,20000,5,0.1529388427734375
prove,noirky2-limb-nozk,range/u8,20000,6,0.16664576530456543
prove,noirky2-limb-nozk,range/u8,20000,7,0.15044474601745605
prove,noirky2-limb-nozk,range/u8,20000,8,0.139756441116333
prove,noirky2-limb-nozk,range/u8,20000,9,0.1336503028869629
prove,noirky2-limb-nozk,range/u8,20000,10,0.1423025131225586
prove,noirky2-limb-nozk,range/u8,20000,11,0.1360020637512207
prove,noirky2-limb-nozk,range/u8,20000,12,0.15433359146118164
prove,noirky2-limb-nozk,range/u8,20000,13,0.1365964412689209
prove,noirky2-limb-nozk,range/u8,20000,14,0.20877790451049805
prove,noirky2-bits,range/u16,5000,0,1.6297874450683594
prove,noirky2-bits,range/u16,5000,1,1.625178575515747
prove,noirky2-bits,range/u16,5000,2,1.6500420570373535
prove,noirky2-bits,range/u16,5000,3,1.7188472747802734
prove,noirky2-bits,range/u16,5000,4,1.6981561183929443
prove,noirky2-bits,range/u16,5000,5,1.631375789642334
prove,noirky2-bits,range/u16,5000,6,1.6554625034332275
prove,noirky2-bits,range/u16,5000,7,1.642388105392456
prove,noirky2-bits,range/u16,5000,8,1.6180164813995361
prove,noirky2-bits,range/u16,5000,9,1.6237099170684814
prove,noirky2-bits,range/u16,5000,10,1.6053340435028076
prove,noirky2-bits,range/u16,5000,11,1.6482479572296143
prove,noirky2-bits,range/u16,5000,12,1.6358039379119873
prove,noirky2-bits,range/u16,5000,13,1.714428424835205
prove,noirky2-bits,range/u16,5000,14,1.6368091106414795
prove,noirky2-bits,range/u16,10000,0,3.0162100791931152
prove,noirky2-bits,range/u16,10000,1,3.0678176879882812
prove,noirky2-bits,range/u16,10000,2,3.1497507095336914
prove,noirky2-bits,range/u16,10000,3,3.1219444274902344
prove,noirky2-bits,range/u16,10000,4,3.127708911895752
prove,noirky2-bits,range/u16,10000,5,3.0807762145996094
prove,noirky2-bits,range/u16,10000,6,3.0583560466766357
prove,noirky2-bits,range/u16,10000,7,3.082643747329712
prove,noirky2-bits,range/u16,10000,8,3.145860433578491
prove,noirky2-bits,range/u16,10000,9,3.0984649658203125
prove,noirky2-bits,range/u16,10000,10,3.138183116912842
prove,noirky2-bits,range/u16,10000,11,3.1449570655822754
prove,noirky2-bits,range/u16,10000,12,3.1359283924102783
prove,noirky2-bits,range/u16,10000,13,3.0971155166625977
prove,noirky2-bits,range/u16,10000,14,3.165304660797119
prove,noirky2-bits,range/u16,20000,0,3.104133129119873
prove,noirky2-bits,range/u16,20000,1,3.1104254722595215
prove,noirky2-bits,range/u16,20000,2,3.0888383388519287
prove,noirky2-bits,range/u16,20000,3,3.091202974319458
prove,noirky2-bits,range/u16,20000,4,3.102522850036621
prove,noirky2-bits,range/u16,20000,5,3.137444496154785
prove,noirky2-bits,range/u16,20000,6,3.1820857524871826
prove,noirky2-bits,range/u16,20000,7,3.1027162075042725
prove,noirky2-bits,range/u16,20000,8,3.1233136653900146
prove,noirky2-bits,range/u16,20000,9,3.0944807529449463
prove,noirky2-bits,range/u16,20000,10,3.18080997467041
prove,noirky2-bits,range/u16,20000,11,3.049642562866211
prove,noirky2-bits,range/u16,20000,12,3.1260571479797363
prove,noirky2-bits,range/u16,20000,13,3.111686944961548
prove,noirky2-bits,range/u16,20000,14,3.1098995208740234
prove,noirky2-bits-nozk,range/u16,5000,0,0.6311430931091309
prove,noirky2-bits-nozk,range/u16,5000,1,0.6314125061035156
prove,noirky2-bits-nozk,range/u16,5000,2,0.5905880928039551
prove,noirky2-bits-nozk,range/u16,5000,3,0.6523327827453613
prove,noirky2-bits-nozk,range/u16,5000,4,0.6053798198699951
prove,noirky2-bits-nozk,range/u16,5000,5,0.6504976749420166
prove,noirky2-bits-nozk,range/u16,5000,6,0.6092727184295654
prove,noirky2-bits-nozk,range/u16,5000,7,0.6429145336151123
prove,noirky2-bits-nozk,range/u16,5000,8,0.6215612888336182
prove,noirky2-bits-nozk,range/u16,5000,9,0.6620612144470215
prove,noirky2-bits-nozk,range/u16,5000,10,0.6305644512176514
prove,noirky2-bits-nozk,range/u16,5000,11,0.5962369441986084
prove,noirky2-bits-nozk,range/u16,5000,12,0.6236295700073242
prove,noirky2-bits-nozk,range/u16,5000,13,0.6294877529144287
prove,noirky2-bits-nozk,range/u16,5000,14,0.5884790420532227
prove,noirky2-bits-nozk,range/u16,10000,0,1.1841449737548828
prove,noirky2-bits-nozk,range/u16,10000,1,1.175633430480957
prove,noirky2-bits-nozk,range/u16,10000,2,1.1842660903930664
prove,noirky2-bits-nozk,range/u16,10000,3,1.2568442821502686
prove,noirky2-bits-nozk,range/u16,10000,4,1.2602863311767578
prove,noirky2-bits-nozk,range/u16,10000,5,1.2534570693969727
prove,noirky2-bits-nozk,range/u16,10000,6,1.1912508010864258
prove,noirky2-bits-nozk,range/u16,10000,7,1.2102606296539307
prove,noirky2-bits-nozk,range/u16,10000,8,1.1945254802703857
prove,noirky2-bits-nozk,range/u16,10000,9,1.1707570552825928
prove,noirky2-bits-nozk,range/u16,10000,10,1.262915849685669
prove,noirky2-bits-nozk,range/u16,10000,11,1.2017953395843506
prove,noirky2-bits-nozk,range/u16,10000,12,1.2367010116577148
prove,noirky2-bits-nozk,range/u16,10000,13,1.2204070091247559
prove,noirky2-bits-nozk,range/u16,10000,14,1.177506685256958
prove,noirky2-bits-nozk,range/u16,20000,0,2.4594457149505615
prove,noirky2-bits-nozk,range/u16,20000,1,2.5249557495117188
prove,noirky2-bits-nozk,range/u16,20000,2,2.4768121242523193
prove,noirky2-bits-nozk,range/u16,20000,3,2.455496072769165
prove,noirky2-bits-nozk,range/u16,20000,4,2.457192897796631
prove,noirky2-bits-nozk,range/u16,20000,5,2.5106606483459473
prove,noirky2-bits-nozk,range/u16,20000,6,2.4716408252716064
prove,noirky2-bits-nozk,range/u16,20000,7,2.502953290939331
prove,noirky2-bits-nozk,range/u16,20000,8,2.45698618888855
prove,noirky2-bits-nozk,range/u16,20000,9,2.5077898502349854
prove,noirky2-bits-nozk,range/u16,20000,10,2.489427328109741
prove,noirky2-bits-nozk,range/u16,20000,11,2.475100517272949
prove,noirky2-bits-nozk,range/u16,20000,12,2.499311923980713
prove,noirky2-bits-nozk,range/u16,20000,13,2.5860512256622314
prove,noirky2-bits-nozk,range/u16,20000,14,2.4536633491516113
prove,bb,range/u16,5000,0,1.0273337364196777
prove,bb,range/u16,5000,1,0.992229700088501
prove,bb,range/u16,5000,2,0.9787619113922119
prove,bb,range/u16,5000,3,0.9714047908782959
prove,bb,range/u16,5000,4,0.9728505611419678
prove,bb,range/u16,5000,5,0.9806618690490723
prove,bb,range/u16,5000,6,0.9777774810791016
prove,bb,range/u16,5000,7,0.9795904159545898
prove,bb,range/u16,5000,8,0.979729175567627
prove,bb,range/u16,5000,9,0.9781708717346191
prove,bb,range/u16,5000,10,0.9748580455780029
prove,bb,range/u16,5000,11,0.9726665019989014
prove,bb,range/u16,5000,12,0.9862942695617676
prove,bb,range/u16,5000,13,0.9800026416778564
prove,bb,range/u16,5000,14,0.9859004020690918
prove,bb,range/u16,10000,0,1.7287547588348389
prove,bb,range/u16,10000,1,1.8041136264801025
prove,bb,range/u16,10000,2,1.7805099487304688
prove,bb,range/u16,10000,3,1.754930019378662
prove,bb,range/u16,10000,4,1.754124402999878
prove,bb,range/u16,10000,5,1.7568368911743164
prove,bb,range/u16,10000,6,1.757380723953247
prove,bb,range/u16,10000,7,1.760202169418335
prove,bb,range/u16,10000,8,1.7607758045196533
prove,bb,range/u16,10000,9,1.7574617862701416
prove,bb,range/u16,10000,10,1.7568330764770508
prove,bb,range/u16,10000,11,1.7662463188171387
prove,bb,range/u16,10000,12,1.755075216293335
prove,bb,range/u16,10000,13,1.7607991695404053
prove,bb,range/u16,10000,14,1.7581963539123535
prove,bb,range/u16,20000,0,1.7894935607910156
prove,bb,range/u16,20000,1,1.7905476093292236
prove,bb,range/u16,20000,2,1.801154375076294
prove,bb,range/u16,20000,3,1.7868640422821045
prove,bb,range/u16,20000,4,1.7880170345306396
prove,bb,range/u16,20000,5,1.794222354888916
prove,bb,range/u16,20000,6,1.7824347019195557
prove,bb,range/u16,20000,7,1.7856407165527344
prove,bb,range/u16,20000,8,1.7907071113586426
prove,bb,range/u16,20000,9,1.7820806503295898
prove,bb,range/u16,20000,10,1.7786865234375
prove,bb,range/u16,20000,11,1.7871460914611816
prove,bb,range/u16,20000,12,1.7998969554901123
prove,bb,range/u16,20000,13,1.778151035308838
prove,bb,range/u16,20000,14,1.7902212142944336
prove,noirky2-limb,range/u16,5000,0,1.8562531471252441
prove,noirky2-limb,range/u16,5000,1,1.806337594985962
prove,noirky2-limb,range/u16,5000,2,1.855025053024292
prove,noirky2-limb,range/u16,5000,3,1.852574110031128
prove,noirky2-limb,range/u16,5000,4,1.86238694190979
prove,noirky2-limb,range/u16,5000,5,1.840411901473999
prove,noirky2-limb,range/u16,5000,6,1.854020595550537
prove,noirky2-limb,range/u16,5000,7,1.882267713546753
prove,noirky2-limb,range/u16,5000,8,1.8551416397094727
prove,noirky2-limb,range/u16,5000,9,1.8209631443023682
prove,noirky2-limb,range/u16,5000,10,1.8385963439941406
prove,noirky2-limb,range/u16,5000,11,1.850074291229248
prove,noirky2-limb,range/u16,5000,12,1.8386483192443848
prove,noirky2-limb,range/u16,5000,13,1.8711788654327393
prove,noirky2-limb,range/u16,5000,14,1.81526780128479
prove,noirky2-limb,range/u16,10000,0,1.8991608619689941
prove,noirky2-limb,range/u16,10000,1,1.8932123184204102
prove,noirky2-limb,range/u16,10000,2,1.888756513595581
prove,noirky2-limb,range/u16,10000,3,1.836345911026001
prove,noirky2-limb,range/u16,10000,4,1.9989511966705322
prove,noirky2-limb,range/u16,10000,5,1.8726425170898438
prove,noirky2-limb,range/u16,10000,6,1.8546748161315918
prove,noirky2-limb,range/u16,10000,7,1.9114222526550293
prove,noirky2-limb,range/u16,10000,8,1.8563544750213623
prove,noirky2-limb,range/u16,10000,9,1.9732251167297363
prove,noirky2-limb,range/u16,10000,10,1.8604118824005127
prove,noirky2-limb,range/u16,10000,11,1.8758578300476074
prove,noirky2-limb,range/u16,10000,12,1.873673915863037
prove,noirky2-limb,range/u16,10000,13,1.8907442092895508
prove,noirky2-limb,range/u16,10000,14,1.9395833015441895
prove,noirky2-limb,range/u16,20000,0,1.90153169631958
prove,noirky2-limb,range/u16,20000,1,1.886467456817627
prove,noirky2-limb,range/u16,20000,2,1.8998475074768066
prove,noirky2-limb,range/u16,20000,3,1.9123036861419678
prove,noirky2-limb,range/u16,20000,4,1.9134588241577148
prove,noirky2-limb,range/u16,20000,5,1.8935627937316895
prove,noirky2-limb,range/u16,20000,6,1.925290822982788
prove,noirky2-limb,range/u16,20000,7,1.9713194370269775
prove,noirky2-limb,range/u16,20000,8,1.9041306972503662
prove,noirky2-limb,range/u16,20000,9,1.9590072631835938
prove,noirky2-limb,range/u16,20000,10,2.0073440074920654
prove,noirky2-limb,range/u16,20000,11,1.9156169891357422
prove,noirky2-limb,range/u16,20000,12,1.9501721858978271
prove,noirky2-limb,range/u16,20000,13,1.8893818855285645
prove,noirky2-limb,range/u16,20000,14,1.9019770622253418
prove,noirky2-limb-nozk,range/u16,5000,0,0.1133415699005127
prove,noirky2-limb-nozk,range/u16,5000,1,0.12499880790710449
prove,noirky2-limb-nozk,range/u16,5000,2,0.13996553421020508
prove,noirky2-limb-nozk,range/u16,5000,3,0.1109013557434082
prove,noirky2-limb-nozk,range/u16,5000,4,0.13511919975280762
prove,noirky2-limb-nozk,range/u16,5000,5,0.13908600807189941
prove,noirky2-limb-nozk,range/u16,5000,6,0.12269377708435059
prove,noirky2-limb-nozk,range/u16,5000,7,0.14361023902893066
prove,noirky2-limb-nozk,range/u16,5000,8,0.15682625770568848
prove,noirky2-limb-nozk,range/u16,5000,9,0.1236121654510498
prove,noirky2-limb-nozk,range/u16,5000,10,0.1395101547241211
prove,noirky2-limb-nozk,range/u16,5000,11,0.11564922332763672
prove,noirky2-limb-nozk,range/u16,5000,12,0.19805479049682617
prove,noirky2-limb-nozk,range/u16,5000,13,0.11543941497802734
prove,noirky2-limb-nozk,range/u16,5000,14,0.11602306365966797
prove,noirky2-limb-nozk,range/u16,10000,0,0.14658355712890625
prove,noirky2-limb-nozk,range/u16,10000,1,0.14946627616882324
prove,noirky2-limb-nozk,range/u16,10000,2,0.18057823181152344
prove,noirky2-limb-nozk,range/u16,10000,3,0.1918809413909912
prove,noirky2-limb-nozk,range/u16,10000,4,0.1805558204650879
prove,noirky2-limb-nozk,range/u16,10000,5,0.15102100372314453
prove,noirky2-limb-nozk,range/u16,10000,6,0.14481735229492188
prove,noirky2-limb-nozk,range/u16,10000,7,0.20419907569885254
prove,noirky2-limb-nozk,range/u16,10000,8,0.1909351348876953
prove,noirky2-limb-nozk,range/u16,10000,9,0.1520521640777588
prove,noirky2-limb-nozk,range/u16,10000,10,0.17589950561523438
prove,noirky2-limb-nozk,range/u16,10000,11,0.15409159660339355
prove,noirky2-limb-nozk,range/u16,10000,12,0.1355142593383789
prove,noirky2-limb-nozk,range/u16,10000,13,0.22739338874816895
prove,noirky2-limb-nozk,range/u16,10000,14,0.1520843505859375
prove,noirky2-limb-nozk,range/u16,20000,0,0.2968740463256836
prove,noirky2-limb-nozk,range/u16,20000,1,0.3403782844543457
prove,noirky2-limb-nozk,range/u16,20000,2,0.2694225311279297
prove,noirky2-limb-nozk,range/u16,20000,3,0.2711172103881836
prove,noirky2-limb-nozk,range/u16,20000,4,0.305692195892334
prove,noirky2-limb-nozk,range/u16,20000,5,0.3359260559082031
prove,noirky2-limb-nozk,range/u16,20000,6,0.33624696731567383
prove,noirky2-limb-nozk,range/u16,20000,7,0.27477455139160156
prove,noirky2-limb-nozk,range/u16,20000,8,0.2928779125213623
prove,noirky2-limb-nozk,range/u16,20000,9,0.26537299156188965
prove,noirky2-limb-nozk,range/u16,20000,10,0.26169729232788086
prove,noirky2-limb-nozk,range/u16,20000,11,0.27787303924560547
prove,noirky2-limb-nozk,range/u16,20000,12,0.3103811740875244
prove,noirky2-limb-nozk,range/u16,20000,13,0.27951765060424805
prove,noirky2-limb-nozk,range/u16,20000,14,0.264695405960083
prove,noirky2-bits,range/u32,5000,0,1.6243550777435303
prove,noirky2-bits,range/u32,5000,1,1.5989506244659424
prove,noirky2-bits,range/u32,5000,2,1.622598648071289
prove,noirky2-bits,range/u32,5000,3,1.7014288902282715
prove,noirky2-bits,range/u32,5000,4,1.7180559635162354
prove,noirky2-bits,range/u32,5000,5,1.661625862121582
prove,noirky2-bits,range/u32,5000,6,1.6529114246368408
prove,noirky2-bits,range/u32,5000,7,1.6506788730621338
prove,noirky2-bits,range/u32,5000,8,1.607046127319336
